id,title,language,category,section,text
hr_resignation,إجراءات الاستقالة وإنهاء الخدمة,ar,hr,تسوية المستحقات,"تصرف المستحقات المالية وفق سياسة الشركة.
قد يتم احتساب رصيد الإجازات غير المستخدم حسب النظام.
يجب إعادة جميع ممتلكات الشركة قبل إكمال إخلاء الطرف."
hr_resignation,إجراءات الاستقالة وإنهاء الخدمة,ar,hr,أفضل الممارسات,"قدّم الاستقالة بطريقة احترافية.
التزم بفترة الإشعار.
وثّق جميع الأعمال غير المكتملة.
ساهم في نقل المعرفة للموظف البديل."
hr_resignation,إجراءات الاستقالة وإنهاء الخدمة,ar,hr,الأسئلة الشائعة,"{'question': 'كيف أقدم استقالتي؟', 'answer': 'قدّم خطاب استقالة رسمي لمديرك المباشر واتبع إجراءات الموارد البشرية.'}
{'question': 'هل يجب أن أكمل فترة الإشعار؟', 'answer': 'نعم، إلا إذا تمت الموافقة على استثناء وفق سياسة الشركة.'}
{'question': 'متى أحصل على مستحقاتي النهائية؟', 'answer': 'بعد استكمال جميع إجراءات إخلاء الطرف ووفق سياسة الشركة.'}"
hr_attendance,Employee Attendance Policy,en,hr,Overview,Employees are expected to follow the company's official working hours and attendance policies. Attendance is recorded through the attendance management system.
hr_attendance,Employee Attendance Policy,en,hr,Working Hours,"Employees must arrive on time.
Attendance is recorded electronically.
Working hours are determined by company policy.
Overtime requires manager approval."
hr_attendance,Employee Attendance Policy,en,hr,Common Attendance Issues,"Late arrival
Missed check-in
Missed check-out
Unplanned absence
Attendance record mismatch"
hr_attendance,Employee Attendance Policy,en,hr,Attendance Procedure,"Check in at the beginning of the workday.
Check out before leaving.
Report attendance issues to HR.
Notify your manager if you will be absent."
hr_attendance,Employee Attendance Policy,en,hr,Best Practices,"Arrive on time.
Always use the attendance system.
Inform your manager about delays.
Review your attendance records regularly."
hr_attendance,Employee Attendance Policy,en,hr,FAQ,"{'question': 'I forgot to check in. What should I do?', 'answer': 'Notify HR or your manager as soon as possible.'}
{'question': 'Can HR correct my attendance record?', 'answer': 'Yes, after verification according to company policy.'}
{'question': 'Who approves overtime?', 'answer': 'Your direct manager.'}"
hr_employee_benefits,Employee Benefits,en,hr,Overview,"Employee benefits are additional advantages provided by the company beyond the employee's salary. Benefits may include health insurance, allowances, wellness programs, and other company-specific incentives."
hr_employee_benefits,Employee Benefits,en,hr,Available Benefits,"Medical Insurance
Life Insurance
Transportation Allowance
Housing Allowance
Training Programs
Employee Discounts
Wellness Programs"
hr_employee_benefits,Employee Benefits,en,hr,Eligibility,"Benefits may vary depending on employment type.
Some benefits become available after the probation period.
Certain benefits require HR approval."
hr_employee_benefits,Employee Benefits,en,hr,How to Request Benefits,"Submit your request through the HR portal.
Attach any required documents.
Wait for HR review and approval."
hr_employee_benefits,Employee Benefits,en,hr,Best Practices,"Review available benefits regularly.
Keep your personal information updated.
Contact HR if you have questions."
hr_employee_benefits,Employee Benefits,en,hr,FAQ,"{'question': 'Am I eligible for medical insurance?', 'answer': 'Eligibility depends on company policy and your employment status.'}
{'question': 'How can I update my insurance information?', 'answer': 'Submit the update through the HR portal or contact HR.'}
{'question': 'Can I request additional benefits?', 'answer': 'Some additional benefits may be available depending on company policy.'}"
hr_leave_policy,Employee Leave Policy,en,hr,Overview,Employees are entitled to different types of leave according to company policy. Leave requests should be submitted through the HR system and approved by the employee's direct manager before the leave begins.
hr_leave_policy,Employee Leave Policy,en,hr,Leave Types,"Annual Leave
Sick Leave
Emergency Leave
Maternity Leave
Paternity Leave
Unpaid Leave"
hr_leave_policy,Employee Leave Policy,en,hr,Eligibility,"Employees are eligible for annual leave according to company policy.
Sick leave requires supporting medical documentation when applicable.
Emergency leave may require manager approval."
hr_leave_policy,Employee Leave Policy,en,hr,Leave Request Process,"Submit the leave request through the HR system.
Specify the leave type.
Select the leave dates.
Attach supporting documents if required.
Wait for manager approval before taking leave."
hr_leave_policy,Employee Leave Policy,en,hr,Best Practices,"Submit leave requests as early as possible.
Check your leave balance before submitting.
Inform your manager about urgent absences."
hr_leave_policy,Employee Leave Policy,en,hr,FAQ,"{'question': 'How do I apply for annual leave?', 'answer': 'Submit a leave request through the HR system and wait for manager approval.'}
{'question': 'Can I cancel my leave request?', 'answer': 'Yes, if it has not been approved yet or according to company policy.'}
{'question': 'Do I need a medical report for sick leave?', 'answer': 'Depending on company policy, a medical certificate may be required.'}"
hr_onboarding,Employee Onboarding Process,en,hr,Overview,"The onboarding process helps new employees become familiar with the company, its policies, systems, and work environment. It ensures a smooth transition into their new role."
hr_onboarding,Employee Onboarding Process,en,hr,Onboarding Steps,"Complete employment documents.
Receive company credentials and equipment.
Attend orientation sessions.
Meet your manager and team.
Complete mandatory training.
Review company policies."
hr_onboarding,Employee Onboarding Process,en,hr,Required Documents,"Government-issued ID
Employment contract
Bank account information
Emergency contact details
Tax or insurance forms (if applicable)"
hr_onboarding,Employee Onboarding Process,en,hr,Employee Responsibilities,"Complete all required forms.
Attend onboarding sessions.
Review company policies.
Ask questions whenever clarification is needed."
hr_onboarding,Employee Onboarding Process,en,hr,Best Practices,"Complete all onboarding tasks on time.
Keep your contact information updated.
Participate actively in orientation sessions.
Review internal documentation regularly."
hr_onboarding,Employee Onboarding Process,en,hr,FAQ,"{'question': 'When does onboarding begin?', 'answer': 'The onboarding process usually begins on your first working day.'}
{'question': 'Who should I contact if I have onboarding questions?', 'answer': 'Contact the HR department or your direct manager.'}
{'question': 'What if I am missing a required document?', 'answer': 'Inform HR as soon as possible so they can advise you.'}"
hr_payroll,Payroll and Salary Information,en,hr,Overview,"Payroll covers employee salaries, allowances, deductions, overtime payments, bonuses, and payslips. Salaries are processed according to the company's payroll schedule."
hr_payroll,Payroll and Salary Information,en,hr,Payroll Components,"Basic Salary
Allowances
Overtime
Bonuses
Tax Deductions
Insurance Deductions"
hr_payroll,Payroll and Salary Information,en,hr,Common Issues,"Salary not received
Incorrect salary amount
Missing overtime payment
Incorrect deductions
Payslip unavailable"
hr_payroll,Payroll and Salary Information,en,hr,Payroll Procedure,"Payroll is processed monthly.
Employees receive an electronic payslip.
Report payroll issues to HR immediately.
Salary is transferred to the registered bank account."
hr_payroll,Payroll and Salary Information,en,hr,Best Practices,"Review your payslip every month.
Report payroll discrepancies promptly.
Keep your banking information updated."
hr_payroll,Payroll and Salary Information,en,hr,FAQ,"{'question': 'When is salary paid?', 'answer': ""Salary is paid according to the company's monthly payroll schedule.""}
{'question': 'I found an incorrect deduction.', 'answer': 'Contact HR with your payslip for review.'}
{'question': 'How do I get my payslip?', 'answer': 'Payslips are available through the HR system.'}"
hr_resignation,Employee Resignation Process,en,hr,Overview,"Employees who wish to resign should follow the company's resignation policy, submit a formal resignation request, complete the required notice period, and finish the offboarding process."
hr_resignation,Employee Resignation Process,en,hr,Resignation Process,"Submit a formal resignation letter.
Notify your direct manager.
Complete the required notice period.
Return all company assets.
Attend the exit interview.
Complete the final clearance process."
hr_resignation,Employee Resignation Process,en,hr,Notice Period,"The notice period depends on the employment contract.
Employees are expected to complete all assigned work before leaving.
Any exceptions require management approval."
hr_resignation,Employee Resignation Process,en,hr,Final Settlement,"Salary will be processed according to company policy.
Unused leave balance may be included if applicable.
Company property must be returned before final clearance."
hr_resignation,Employee Resignation Process,en,hr,Best Practices,"Submit your resignation professionally.
Provide sufficient notice.
Document any unfinished work.
Support knowledge transfer to your replacement."
hr_resignation,Employee Resignation Process,en,hr,FAQ,"{'question': 'How do I resign?', 'answer': 'Submit a resignation letter to your manager and follow the HR resignation process.'}
{'question': 'Do I have to complete the notice period?', 'answer': 'Yes, unless an exception is approved according to company policy.'}
{'question': 'When will I receive my final settlement?', 'answer': 'It will be processed after completing the clearance procedure according to company policy.'}"
tech_password_access,إعادة تعيين كلمة المرور والوصول إلى الحساب,ar,technical,نظرة عامة,تُعد مشكلات تسجيل الدخول والوصول إلى الحساب من أكثر طلبات الدعم الفني شيوعًا، وتشمل نسيان كلمة المرور، وقفل الحساب، وفشل المصادقة، وانتهاء صلاحية كلمة المرور، ومشكلات التحقق متعدد العوامل (MFA).
tech_password_access,إعادة تعيين كلمة المرور والوصول إلى الحساب,ar,technical,المشكلات الشائعة,"نسيان كلمة المرور
قفل الحساب
اسم مستخدم أو كلمة مرور غير صحيحة
انتهاء صلاحية كلمة المرور
العودة المتكررة إلى صفحة تسجيل الدخول
عدم وصول رمز التحقق
انتهاء صلاحية رمز OTP
تعطيل الحساب"
tech_password_access,إعادة تعيين كلمة المرور والوصول إلى الحساب,ar,technical,الأعراض,"عدم القدرة على تسجيل الدخول
ظهور رسالة تفيد بأن اسم المستخدم أو كلمة المرور غير صحيحة
ظهور رسالة تفيد بأن الحساب مقفل
فشل عملية المصادقة
انتهاء مهلة التحقق متعدد العوامل
إعادة تحميل صفحة تسجيل الدخول بشكل متكرر"
tech_password_access,إعادة تعيين كلمة المرور والوصول إلى الحساب,ar,technical,الأسباب المحتملة,"إدخال كلمة مرور غير صحيحة
انتهاء صلاحية كلمة المرور
تجاوز الحد المسموح لمحاولات تسجيل الدخول
تعطيل الحساب من قبل مسؤول النظام
وجود مشكلة في الشبكة
تعطل خدمة المصادقة
عدم مزامنة جهاز التحقق متعدد العوامل"
tech_password_access,إعادة تعيين كلمة المرور والوصول إلى الحساب,ar,technical,خطوات استكشاف المشكلة,"تأكد من صحة اسم المستخدم.
أعد تعيين كلمة المرور.
امسح ذاكرة التخزين المؤقت وملفات تعريف الارتباط في المتصفح.
تحقق من اتصال الإنترنت.
تأكد من عمل جهاز أو تطبيق التحقق متعدد العوامل.
انتظر عدة دقائق إذا تم قفل الحساب مؤقتًا بسبب كثرة المحاولات.
تواصل مع مسؤول تقنية المعلومات إذا استمرت المشكلة."
tech_password_access,إعادة تعيين كلمة المرور والوصول إلى الحساب,ar,technical,أفضل الممارسات,"استخدم كلمة مرور قوية وفريدة.
لا تشارك كلمة المرور مع أي شخص.
فعّل التحقق متعدد العوامل (MFA).
حدّث معلومات استرداد الحساب بشكل دوري."
tech_password_access,إعادة تعيين كلمة المرور والوصول إلى الحساب,ar,technical,الأسئلة الشائعة,"{'question': 'نسيت كلمة المرور، ماذا أفعل؟', 'answer': 'استخدم بوابة إعادة تعيين كلمة المرور أو تواصل مع قسم الدعم الفني.'}
{'question': 'تم قفل حسابي، كيف أستعيده؟', 'answer': 'انتظر حتى تنتهي مدة القفل أو اطلب من مسؤول النظام إعادة فتح الحساب.'}
{'question': 'لم يصلني رمز التحقق (MFA)، ماذا أفعل؟', 'answer': 'تحقق من اتصال الإنترنت وتأكد من أن جهاز التحقق المسجل يعمل بشكل صحيح.'}"
tech_email_issues,مشكلات البريد الإلكتروني واستكشاف الأخطاء,ar,technical,نظرة عامة,تشمل مشكلات البريد الإلكتروني تعذر إرسال أو استقبال الرسائل، وفشل مزامنة البريد، وأخطاء تسجيل الدخول، وتأخر وصول الرسائل، وعدم القدرة على تنزيل المرفقات، أو امتلاء صندوق البريد.
tech_email_issues,مشكلات البريد الإلكتروني واستكشاف الأخطاء,ar,technical,المشكلات الشائعة,"تعذر إرسال البريد الإلكتروني
تعذر استقبال البريد الإلكتروني
امتلاء صندوق البريد
فشل مزامنة البريد الإلكتروني
عدم فتح Outlook
تعذر تنزيل المرفقات
انتقال الرسائل إلى البريد العشوائي
تأخر وصول الرسائل"
tech_email_issues,مشكلات البريد الإلكتروني واستكشاف الأخطاء,ar,technical,الأعراض,"بقاء الرسائل في صندوق الصادر
عدم وصول رسائل جديدة
طلب كلمة المرور بشكل متكرر في Outlook
ظهور خطأ في المزامنة
فشل تنزيل المرفقات
ظهور تحذير امتلاء صندوق البريد"
tech_email_issues,مشكلات البريد الإلكتروني واستكشاف الأخطاء,ar,technical,الأسباب المحتملة,"ضعف أو انقطاع اتصال الإنترنت
بيانات تسجيل دخول غير صحيحة
امتلاء مساحة صندوق البريد
تعطل خادم البريد
إصدار قديم من Outlook
تلف ملف تعريف Outlook
منع البريد بواسطة الجدار الناري أو برنامج مكافحة الفيروسات"
tech_email_issues,مشكلات البريد الإلكتروني واستكشاف الأخطاء,ar,technical,خطوات استكشاف المشكلة,"تحقق من اتصال الإنترنت.
أعد تشغيل Outlook أو برنامج البريد الإلكتروني.
تأكد من صحة اسم المستخدم وكلمة المرور.
احذف أو أرشف الرسائل إذا كان صندوق البريد ممتلئًا.
تحقق من حالة خادم البريد.
حدّث Outlook إلى أحدث إصدار.
أعد تشغيل جهاز الكمبيوتر.
تواصل مع قسم الدعم الفني إذا استمرت المشكلة."
tech_email_issues,مشكلات البريد الإلكتروني واستكشاف الأخطاء,ar,technical,أفضل الممارسات,"قم بأرشفة الرسائل القديمة بشكل دوري.
حافظ على مساحة كافية في صندوق البريد.
لا تفتح المرفقات أو الروابط المشبوهة.
فعّل التحقق متعدد العوامل (MFA).
احرص على تحديث تطبيق البريد الإلكتروني باستمرار."
tech_email_issues,مشكلات البريد الإلكتروني واستكشاف الأخطاء,ar,technical,الأسئلة الشائعة,"{'question': 'لا أستطيع إرسال البريد الإلكتروني، ماذا أفعل؟', 'answer': 'تحقق من اتصال الإنترنت، ومساحة صندوق البريد، وإعدادات خادم الإرسال (SMTP).'}
{'question': 'لماذا لا تصلني رسائل جديدة؟', 'answer': 'تحقق من مجلد البريد العشوائي، ومساحة صندوق البريد، وحالة المزامنة.'}
{'question': 'لماذا يطلب Outlook كلمة المرور باستمرار؟', 'answer': 'تأكد من صحة بيانات تسجيل الدخول أو تواصل مع قسم تقنية المعلومات لإعادة تعيين الحساب.'}"
tech_mfa,مشكلات التحقق متعدد العوامل (MFA),ar,technical,نظرة عامة,يوفر التحقق متعدد العوامل (MFA) طبقة إضافية من الأمان من خلال طلب خطوة تحقق إضافية عند تسجيل الدخول. قد يواجه المستخدمون مشكلات في استلام رموز التحقق أو استخدام تطبيقات المصادقة أو إكمال عملية التحقق.
tech_mfa,مشكلات التحقق متعدد العوامل (MFA),ar,technical,المشكلات الشائعة,"عدم وصول رمز التحقق
انتهاء مهلة طلب التحقق
تطبيق المصادقة لا يولد رموزًا
فشل التحقق عبر الرسائل النصية
عدم مزامنة الوقت
فقدان الجهاز المسجل
تعذر إكمال التحقق
رفض طلب المصادقة"
tech_mfa,مشكلات التحقق متعدد العوامل (MFA),ar,technical,الأعراض,"عدم القدرة على تسجيل الدخول
انتهاء مهلة التحقق
رمز تحقق غير صحيح
عدم وصول طلب المصادقة
تكرار فشل التحقق
تعطل تطبيق المصادقة"
tech_mfa,مشكلات التحقق متعدد العوامل (MFA),ar,technical,الأسباب المحتملة,"انقطاع اتصال الإنترنت
عدم ضبط وقت الجهاز بشكل صحيح
فقدان أو استبدال الهاتف
تعطل تطبيق المصادقة
تأخر وصول الرسائل النصية
مشكلة في مزامنة الخادم
إعدادات حساب غير صحيحة"
tech_mfa,مشكلات التحقق متعدد العوامل (MFA),ar,technical,خطوات استكشاف المشكلة,"تحقق من اتصال الإنترنت.
تأكد من ضبط وقت الهاتف تلقائيًا.
أعد تشغيل تطبيق المصادقة.
اطلب رمز تحقق جديد.
تحقق من طريقة التحقق المسجلة.
استخدم رموز الاسترداد الاحتياطية إن وجدت.
تواصل مع قسم الدعم الفني إذا تعذر إكمال عملية التحقق."
tech_mfa,مشكلات التحقق متعدد العوامل (MFA),ar,technical,أفضل الممارسات,"فعّل التحقق متعدد العوامل لجميع الحسابات.
احتفظ بطريقة تحقق احتياطية.
احفظ رموز الاسترداد في مكان آمن.
لا تشارك رموز التحقق مع أي شخص.
حدّث رقم هاتفك المسجل عند تغييره."
tech_mfa,مشكلات التحقق متعدد العوامل (MFA),ar,technical,الأسئلة الشائعة,"{'question': 'لم يصلني رمز التحقق، ماذا أفعل؟', 'answer': 'اطلب رمزًا جديدًا وتأكد من اتصال الإنترنت أو شبكة الهاتف.'}
{'question': 'فقدت الهاتف الذي يحتوي على تطبيق المصادقة.', 'answer': 'تواصل مع قسم تقنية المعلومات لإعادة تسجيل التحقق متعدد العوامل.'}
{'question': 'يعرض تطبيق المصادقة رمزًا غير صحيح.', 'answer': 'تأكد من أن وقت الجهاز مضبوط تلقائيًا ومزامن بشكل صحيح.'}"
tech_printer_issues,مشكلات الطابعة واستكشاف الأخطاء,ar,technical,نظرة عامة,تشمل مشكلات الطابعة تعذر الطباعة، وانحشار الورق، وتعطل الاتصال، وأخطاء تعريف الطابعة، وفشل المسح الضوئي، أو عدم توفر طابعة الشبكة.
tech_printer_issues,مشكلات الطابعة واستكشاف الأخطاء,ar,technical,المشكلات الشائعة,"الطابعة غير متصلة
تعذر الطباعة
انحشار الورق
توقف قائمة انتظار الطباعة
تعطل الماسح الضوئي
عدم وجود تعريف للطابعة
ضعف جودة الطباعة
عدم توفر طابعة الشبكة"
tech_printer_issues,مشكلات الطابعة واستكشاف الأخطاء,ar,technical,الأعراض,"عدم استجابة الطابعة
توقف الطباعة بشكل مفاجئ
طباعة صفحات فارغة
ظهور رسالة خطأ
عدم اكتشاف الماسح الضوئي
بقاء مهام الطباعة في قائمة الانتظار"
tech_printer_issues,مشكلات الطابعة واستكشاف الأخطاء,ar,technical,الأسباب المحتملة,"الطابعة مطفأة
مشكلة في اتصال الشبكة
انحشار الورق
تعريف الطابعة قديم
نفاد الحبر أو مسحوق الطباعة
فصل كابل USB
تعطل خدمة Print Spooler"
tech_printer_issues,مشكلات الطابعة واستكشاف الأخطاء,ar,technical,خطوات استكشاف المشكلة,"تأكد من تشغيل الطابعة.
تحقق من اتصال الشبكة أو كابل USB.
امسح قائمة انتظار الطباعة.
أزل الورق العالق.
أعد تشغيل الطابعة.
حدّث أو أعد تثبيت تعريف الطابعة.
أعد تشغيل الكمبيوتر.
تواصل مع قسم الدعم الفني إذا استمرت المشكلة."
tech_printer_issues,مشكلات الطابعة واستكشاف الأخطاء,ar,technical,أفضل الممارسات,"حافظ على تحديث تعريف الطابعة.
استخدم حبراً أو مسحوق طباعة أصلياً.
لا تملأ درج الورق أكثر من اللازم.
أعد تشغيل الطابعة بشكل دوري.
أبلغ عن الأعطال المتكررة."
tech_printer_issues,مشكلات الطابعة واستكشاف الأخطاء,ar,technical,الأسئلة الشائعة,"{'question': 'لماذا تظهر الطابعة على أنها غير متصلة؟', 'answer': 'تحقق من اتصال الشبكة وأعد تشغيل الطابعة.'}
{'question': 'مهام الطباعة لا تتحرك، ماذا أفعل؟', 'answer': 'امسح قائمة انتظار الطباعة وأعد تشغيل خدمة Print Spooler.'}
{'question': 'الطابعة تطبع صفحات فارغة.', 'answer': 'تحقق من مستوى الحبر أو مسحوق الطباعة وتأكد من سلامة تعريف الطابعة.'}"
